id,focus,signal,slack,drag,confidence,score,lane
l001,lease drift,35,33,6,25,158,watch
l002,replica lag,35,34,6,55,219,ship
l003,membership churn,35,35,6,85,280,ship
l004,quorum health,35,36,18,25,101,hold
l005,lease drift,35,37,18,55,162,watch
l006,replica lag,35,38,18,85,223,ship
l007,membership churn,35,39,34,25,24,hold
l008,quorum health,35,40,34,55,85,hold
l009,lease drift,35,41,34,85,146,watch
l010,replica lag,60,42,6,25,242,ship
l011,membership churn,60,43,6,55,303,ship
l012,quorum health,60,44,6,85,364,ship
l013,lease drift,60,45,18,25,185,ship
l014,replica lag,60,46,18,55,246,ship
l015,membership churn,60,47,18,85,307,ship
l016,quorum health,60,48,34,25,108,hold
l017,lease drift,60,32,34,55,152,watch
l018,replica lag,60,33,34,85,213,ship
l019,membership churn,85,34,6,25,309,ship
l020,quorum health,85,35,6,55,370,ship
l021,lease drift,85,36,6,85,431,ship
l022,replica lag,85,37,18,25,252,ship
l023,membership churn,85,38,18,55,313,ship
l024,quorum health,85,39,18,85,374,ship
l025,lease drift,85,40,34,25,175,watch
l026,replica lag,85,41,34,55,236,ship
l027,membership churn,85,42,34,85,297,ship
